Sample_ID,Match,Species,Latitude,Longitude,elevation,Sample_location,Date_sampled,Date_propagated,Date_planted,Year_planted,Mother_height,Mother_CW_1,Mother_CW_2,Mother_LS,Mother_LL1,Mother_LL2,Mother_LL3,Mother_SE1,Mother_SE2,Mother_SE3,Mother_Sex,Cutting_length,Cutting_diameter,Cutting_age,Survived_2014,Survived_2015,Survived_2016,Survived_2017,Survived_2018,Survived_2019,Survived_2020,Bed,Row,Column,Notes
H17SR36,#N/A,Salix richardsonii,,,,Qikiqtaruk,2014-08-17,NA,2020-08-17,2017,41,134,117,19,55,51,58,250,221,88,Unknown,41.1,14.8,9,NA,NA,NA,NA,1,1,1,16,4,5,
H17SR37,#N/A,Salix richardsonii,,,,Qikiqtaruk,2014-08-17,NA,2020-08-17,2017,57,178,139,23,51,55,47,92,53,70,Female,40.9,8.3,9,NA,NA,NA,NA,1,1,1,16,2,5,
H17SR38,#N/A,Salix richardsonii,,,,Qikiqtaruk,2014-08-17,NA,2020-08-17,2017,26,NA,NA,NA,44,46,47,18,21,26,Unknown,30.2,10.1,12,NA,NA,NA,NA,0,0,0,16,3,6,
H17SR39,#N/A,Salix richardsonii,,,,Qikiqtaruk,2014-08-17,NA,2020-08-17,2017,36,128,123,11,44,41,43,48,30,44,Unknown,35.9,13.6,13,NA,NA,NA,NA,1,,0,16,2,6,
H17SR40,#N/A,Salix richardsonii,,,,Qikiqtaruk,2014-08-17,NA,2020-08-17,2017,32,151,124,12,36,33,33,24,28,24,Male,31.6,13.1,8,NA,NA,NA,NA,1,,0,16,1,6,
H17SA1,#N/A,Salix arctica,,,,Qikiqtaruk,2013-08-17,NA,2019-08-17,2017,4.5,NA,NA,NA,39.55,36.43,39.68,44.17,38.3,N/A,Female,35,2.06,5,NA,NA,NA,NA,1,0,0,10,4,1,
H17SA2,#N/A,Salix arctica,,,,Qikiqtaruk,2013-08-17,NA,2019-08-17,2017,8,NA,NA,NA,51.9,41.7,42.6,91,9.2,30.1,Female,41.8,8.5,13,NA,NA,NA,NA,0,0,0,10,3,1,
H17SA3,#N/A,Salix arctica,,,,Qikiqtaruk,2013-08-17,NA,2019-08-17,2017,7.5,NA,NA,NA,54.9,54.96,52.33,75.86,63.13,48.85,Unknown,34.1,7.09,8,NA,NA,NA,NA,1,1,,10,2,1,
H17SA4,#N/A,Salix arctica,,,,Qikiqtaruk,2013-08-17,NA,2019-08-17,2017,5,NA,NA,NA,45.45,47.8,47.92,45.02,15.65,14.18,Unknown,33.7,4.4,8,NA,NA,NA,NA,0,0,0,10,5,4,
H17SA5,#N/A,Salix arctica,,,,Qikiqtaruk,2013-08-17,NA,2019-08-17,2017,6,NA,NA,NA,31,29.5,28.6,22.5,23.9,14.5,Unknown,29.6,5.4,7,NA,NA,NA,NA,0,0,0,10,4,4,
H17SA6,#N/A,Salix arctica,,,,Qikiqtaruk,2013-08-17,NA,2019-08-17,2017,7,NA,NA,NA,62.06,62.5,57.42,42.17,40.24,117.69,Unknown,28.6,10.27,9,NA,NA,NA,NA,1,1,1,10,2,4,
H17SA7,#N/A,Salix arctica,,,,Qikiqtaruk,2013-08-17,NA,2019-08-17,2017,11,NA,NA,NA,62.56,67.05,58.38,78.02,12.3,43.19,Female,49.4,9,13,NA,NA,NA,NA,1,0,0,10,1,4,
H17SA8,#N/A,Salix arctica,,,,Qikiqtaruk,2013-08-17,NA,2019-08-17,2017,5,NA,NA,NA,48.92,44.88,42.05,31.29,46.96,44.6,Unknown,42.5,7.21,5,NA,NA,NA,NA,1,1,1,10,5,5,
H17SA9,#N/A,Salix arctica,,,,Qikiqtaruk,2013-08-17,NA,2019-08-17,2017,6,NA,NA,NA,44.2,39.1,37.5,13.5,23.5,49.5,Female,40.3,6.6,9,NA,NA,NA,NA,1,1,1,10,3,5,
H17SA10,#N/A,Salix arctica,,,,Qikiqtaruk,2013-08-17,NA,2019-08-17,2017,5,NA,NA,NA,48.5,25.4,36.9,42.9,22,17.2,Unknown,42.6,5.9,7,NA,NA,NA,NA,1,1,1,10,2,5,
H17SA11,#N/A,Salix arctica,,,,Qikiqtaruk,2014-08-17,NA,2019-08-17,2017,8,NA,NA,NA,55.4,50.92,54.21,94.3,42.47,25.05,Female,63.8,10.79,11,NA,NA,NA,NA,0,0,0,10,1,5,
H17SA12,#N/A,Salix arctica,,,,Qikiqtaruk,2014-08-17,NA,2019-08-17,2017,4,NA,NA,NA,44,45,38,17.6,13.4,8.5,Female,25.5,7.5,12,NA,NA,NA,NA,1,1,1,15,2,2,
H17SA13,#N/A,Salix arctica,,,,Qikiqtaruk,2014-08-17,NA,2019-08-17,2017,10.5,NA,NA,NA,46.7,49.5,41.4,76,25.8,4.4,Female,32.4,6.5,5,NA,NA,NA,NA,1,,,15,5,4,
H17SA14,#N/A,Salix arctica,,,,Qikiqtaruk,2014-08-17,NA,2019-08-17,2017,6.5,NA,NA,NA,43.1,28.5,41.7,11.5,27.9,10.4,Unknown,33.7,7.9,7,NA,NA,NA,NA,1,1,1,15,4,4,
H17SA15,#N/A,Salix arctica,,,,Qikiqtaruk,2014-08-17,NA,2019-08-17,2017,12.5,NA,NA,NA,65.19,55.26,58.84,38.69,48.56,31.14,Female,31.3,5.12,7,NA,NA,NA,NA,1,1,1,15,3,4,
H17SA16,#N/A,Salix arctica,,,,Qikiqtaruk,2014-08-17,NA,2019-08-17,2017,6.5,NA,NA,NA,44.5,44.4,32.4,18.7,39.4,27.4,Unknown,25.3,6.9,7,NA,NA,NA,NA,0,0,0,15,1,4,
H17SA17,#N/A,Salix arctica,,,,Qikiqtaruk,2014-08-17,NA,2019-08-17,2017,5,NA,NA,NA,35.7,45.9,52.5,4.5,14.9,4.4,Female,29.8,8.9,7,NA,NA,NA,NA,1,1,1,12,5,2,
H17SA18,#N/A,Salix arctica,,,,Qikiqtaruk,2014-08-17,NA,2019-08-17,2017,12,NA,NA,NA,64,63,60,56,87,38,Female,52,12.5,14,NA,NA,NA,NA,1,1,1,12,2,2,
H17SA19,#N/A,Salix arctica,,,,Qikiqtaruk,2014-08-17,NA,2019-08-17,2017,8.5,NA,NA,NA,41.8,58.3,62.9,22.8,38.9,46,Female,32.1,12.4,13,NA,NA,NA,NA,1,0,0,12,1,2,
H17SA20,#N/A,Salix arctica,,,,Qikiqtaruk,2014-08-17,NA,2019-08-17,2017,7.5,NA,NA,NA,56.6,51,39.5,21.9,7.2,49.6,Unknown,51.3,11.5,16,NA,NA,NA,NA,1,1,1,12,3,5,
PC16PVSR1,PC16PVSr1,Salix richardsonii,61.21992703,-138.284665,1592.075317,Pika Camp,2029-06-16,2002-07-16,2008-08-16,2016,148,147,103,34.1,NA,NA,NA,NA,NA,NA,Female,29.9,10.3,NA,NA,NA,NA,0,0,0,0,16,5,1,
PC16PVSR2,PC16PVSr2,Salix richardsonii,61.21997003,-138.284706,1591.64978,Pika Camp,2029-06-16,2002-07-16,2008-08-16,2016,124,154,117,50.3,NA,NA,NA,NA,NA,NA,Male,40.4,10.8,NA,NA,NA,NA,0,0,0,0,16,4,1,
PC16PVSR3,PC16PVSr3,Salix richardsonii,61.21994697,-138.284543,1595.960571,Pika Camp,2029-06-16,2002-07-16,2008-08-16,2016,22,46,62,10.4,NA,NA,NA,NA,NA,NA,Unknown,30.5,7.5,NA,NA,NA,NA,0,0,0,0,16,3,1,
PC16PVSR4,PC16PVSr4,Salix richardsonii,61.22009098,-138.28435,1601.988159,Pika Camp,2029-06-16,2002-07-16,2008-08-16,2016,174,183,226,69.6,NA,NA,NA,NA,NA,NA,Male,28.5,9.4,NA,NA,NA,NA,0,0,0,0,16,2,1,
PC16PVSR5,PC16PVSr5,Salix richardsonii,61.22055399,-138.282875,1642.906006,Pika Camp,2029-06-16,2002-07-16,2008-08-16,2016,100,224,137,47,NA,NA,NA,NA,NA,NA,Female,43.5,10.6,NA,NA,NA,NA,0,0,0,0,16,1,1,
PC16PVSR6,PC16PVSr6,Salix richardsonii,61.22057503,-138.281987,1655.552612,Pika Camp,2029-06-16,NA,2002-07-16,2016,108,215,152,38.7,NA,NA,NA,NA,NA,NA,Female,34.8,10.6,NA,NA,NA,NA,0,0,0,0,2,5,1,
PC16PVSR7,PC16PVSr7,Salix richardsonii,61.22066497,-138.282098,1655.090576,Pika Camp,2029-06-16,NA,2002-07-16,2016,81,222,108,33.3,NA,NA,NA,NA,NA,NA,Male,33.5,11.6,NA,NA,NA,NA,0,0,0,0,2,4,1,
PC16PVSR8,PC16PVSr8,Salix richardsonii,61.22087804,-138.282326,1654.027832,Pika Camp,2029-06-16,NA,2002-07-16,2016,76,235,154,24.7,NA,NA,NA,NA,NA,NA,Female,39.5,8.4,NA,NA,NA,NA,0,0,0,0,2,3,1,
PC16PVSR9,PC16PVSr9,Salix richardsonii,61.22092397,-138.282246,1655.481567,Pika Camp,2029-06-16,NA,2002-07-16,2016,69,86,46,17.9,NA,NA,NA,NA,NA,NA,Male,40.3,10.9,NA,NA,NA,NA,0,0,0,0,2,2,1,
PC16PVSR10,PC16PVSr10,Salix richardsonii,61.22073404,-138.283168,1636.996704,Pika Camp,2029-06-16,NA,2002-07-16,2016,107,83,61,19,NA,NA,NA,NA,NA,NA,Unknown,35.8,9.8,NA,NA,NA,NA,0,0,0,0,2,1,1,
PC16PVSP1,PC16PVSp1,Salix pulchra,61.21997003,-138.284706,1591.64978,Pika Camp,2029-06-16,2002-07-16,2008-08-16,2016,143,68,163,38.6,NA,NA,NA,NA,NA,NA,Male,35.4,11.4,NA,NA,NA,NA,0,0,0,0,14,5,3,
PC16PVSP2,PC16PVSp2,Salix pulchra,61.22007002,-138.28422,1606.31958,Pika Camp,2029-06-16,2002-07-16,2008-08-16,2016,87,174,185,24.4,NA,NA,NA,NA,NA,NA,Unknown,17,9.2,NA,NA,NA,NA,0,0,0,0,14,4,3,
PC16PVSP3,PC16PVSp3,Salix pulchra,61.21989501,-138.284087,1608.939941,Pika Camp,2029-06-16,2002-07-16,2008-08-16,2016,109,44,153,17,NA,NA,NA,NA,NA,NA,Male,23.4,11.5,NA,NA,NA,NA,0,0,0,0,14,3,3,
PC16PVSP4,PC16PVSp4,Salix pulchra,61.22014102,-138.283322,1630.766968,Pika Camp,2029-06-16,2002-07-16,2008-08-16,2016,40,389,152,21.2,NA,NA,NA,NA,NA,NA,Unknown,35.2,11.8,NA,NA,NA,NA,0,0,0,0,14,2,3,
PC16PVSP5,PC16PVSp5,Salix pulchra,61.22055399,-138.282875,1642.906006,Pika Camp,2029-06-16,2002-07-16,2008-08-16,2016,86,214,236,97.2,NA,NA,NA,NA,NA,NA,Male,36,9.6,NA,NA,NA,NA,0,0,0,0,14,1,3,
PC16PVSP6,PC16PVSp6,Salix pulchra,61.22066497,-138.282098,1655.090576,Pika Camp,2029-06-16,NA,2002-07-16,2016,78,209,223,45.1,NA,NA,NA,NA,NA,NA,Unknown,37.2,8.2,NA,NA,NA,NA,0,0,0,0,9,5,6,
PC16PVSP7,PC16PVSp7,Salix pulchra,61.22087804,-138.282326,1654.027832,Pika Camp,2029-06-16,NA,2002-07-16,2016,67,168,152,19.4,NA,NA,NA,NA,NA,NA,Female,40.9,11.4,NA,NA,NA,NA,0,0,0,0,9,4,6,
PC16PVSP8,PC16PVSp8,Salix pulchra,61.22121298,-138.282277,1661.605469,Pika Camp,2029-06-16,NA,2002-07-16,2016,63,139,99,21.3,NA,NA,NA,NA,NA,NA,Male,41,10.9,NA,NA,NA,NA,1,1,,,9,3,6,
PC16PVSP9,PC16PVSp9,Salix pulchra,61.22073404,-138.283168,1636.996704,Pika Camp,2029-06-16,NA,2002-07-16,2016,94,123,143,16.4,NA,NA,NA,NA,NA,NA,Unknown,36.5,8,NA,NA,NA,NA,0,0,0,0,9,2,6,
PC16PVSP10,PC16PVSp10,Salix pulchra,61.22001403,-138.284514,1597.072388,Pika Camp,2029-06-16,NA,2002-07-16,2016,51,116,72,18.6,NA,NA,NA,NA,NA,NA,Unknown,29,8.9,NA,NA,NA,NA,0,0,0,0,9,1,6,
PC16PVSA1,PC16PVSa1,Salix arctica,61.21997003,-138.284706,1591.64978,Pika Camp,2029-06-16,2002-07-16,2009-08-16,2016,12,45,18,11.1,NA,NA,NA,NA,NA,NA,Unknown,21.9,9.3,NA,NA,NA,NA,0,0,0,0,15,5,3,
PC16PVSA2,PC16PVSa2,Salix arctica,61.22005996,-138.284363,1601.93457,Pika Camp,2029-06-16,2002-07-16,2009-08-16,2016,12,60,60,8.7,NA,NA,NA,NA,NA,NA,Male,20.3,9.2,NA,NA,NA,NA,0,0,0,0,15,4,3,
PC16PVSA3,PC16PVSa3,Salix arctica,61.22016499,-138.283366,1632.798462,Pika Camp,2029-06-16,2002-07-16,2009-08-16,2016,12,60,60,8.7,NA,NA,NA,NA,NA,NA,Male,15.6,5.3,NA,NA,NA,NA,0,0,0,0,15,3,3,
PC16PVSA4,PC16PVSa4,Salix arctica,61.22121298,-138.282277,1661.605469,Pika Camp,2029-06-16,2002-07-16,2009-08-16,2016,21,197,281,16.5,NA,NA,NA,NA,NA,NA,Female,19.8,9.4,NA,NA,NA,NA,0,0,0,0,15,2,3,
PC16PVSA5,PC16PVSa5,Salix arctica,61.21955504,-138.284952,1576.692505,Pika Camp,2029-06-16,2002-07-16,2009-08-16,2016,20,95,57,11.8,NA,NA,NA,NA,NA,NA,Female,23.4,11.2,NA,NA,NA,NA,0,0,0,0,15,1,3,
PC16CWSR1,PC16CWSr1,Salix richardsonii,61.21365602,-138.283749,1639.787842,Pika Camp,2029-06-16,2002-07-16,2008-08-16,2016,111,330,328,64.8,NA,NA,NA,NA,NA,NA,Male,35.4,9.4,NA,NA,NA,NA,0,0,0,0,16,5,3,
PC16CWSR2,PC16CWSr2,Salix richardsonii,61.21366901,-138.283802,1640.161743,Pika Camp,2029-06-16,2002-07-16,2008-08-16,2016,96,160,131,22.9,NA,NA,NA,NA,NA,NA,Female,34.2,11.3,NA,NA,NA,NA,0,0,0,0,16,4,3,
PC16CWSR3,PC16CWSr3,Salix richardsonii,61.21361,-138.283827,1640.727539,Pika Camp,2029-06-16,2002-07-16,2008-08-16,2016,83,174,112,25.6,NA,NA,NA,NA,NA,NA,Male,31.4,10.4,NA,NA,NA,NA,0,0,0,0,16,3,3,
PC16CWSR4,PC16CWSr4,Salix richardsonii,61.21356801,-138.283894,1642.121582,Pika Camp,2029-06-16,2002-07-16,2008-08-16,2016,47,32,36,8.2,NA,NA,NA,NA,NA,NA,Unknown,29.6,8.3,NA,NA,NA,NA,0,0,0,0,16,2,3,
PC16CWSR5,PC16CWSr5,Salix richardsonii,61.21327196,-138.285095,1654.876343,Pika Camp,2029-06-16,2002-07-16,2008-08-16,2016,38,102,58,13.5,NA,NA,NA,NA,NA,NA,Unknown,33.1,8.5,NA,NA,NA,NA,0,0,0,0,16,1,3,
PC16CWSR6,PC16CWSr6,Salix richardsonii,61.21338403,-138.285144,1652.101074,Pika Camp,2029-06-16,NA,2002-07-16,2016,50,91,99,19.1,NA,NA,NA,NA,NA,NA,Unknown,25.6,9.5,NA,NA,NA,NA,0,0,0,0,4,5,3,
PC16CWSR7,PC16CWSr7,Salix richardsonii,61.21449597,-138.288186,1660.686523,Pika Camp,2029-06-16,NA,2002-07-16,2016,64,111,68,19,NA,NA,NA,NA,NA,NA,Unknown,36.1,10.7,NA,NA,NA,NA,0,0,0,0,4,5,4,
PC16CWSR8,PC16CWSr8,Salix richardsonii,61.21448399,-138.287595,1656.565063,Pika Camp,2029-06-16,NA,2002-07-16,2016,52,41,32,17,NA,NA,NA,NA,NA,NA,Unknown,16.2,7.8,NA,NA,NA,NA,0,0,0,0,4,5,5,
PC16CWSR9,PC16CWSr9,Salix richardsonii,61.21469102,-138.28687,1649.782471,Pika Camp,2029-06-16,NA,2002-07-16,2016,76,78,59,18,NA,NA,NA,NA,NA,NA,Unknown,32.7,12.2,NA,NA,NA,NA,0,0,0,0,4,5,6,
PC16CWSR10,PC16CWSr10,Salix richardsonii,61.21424703,-138.284273,1637.737793,Pika Camp,2029-06-16,NA,2002-07-16,2016,78,80,84,21,NA,NA,NA,NA,NA,NA,Unknown,28.1,10.2,NA,NA,NA,NA,0,0,0,0,4,5,7,
PC16CWSP1,PC16CWSp1,Salix pulchra,61.21365602,-138.283749,1639.787842,Pika Camp,2029-06-16,2002-07-16,2008-08-16,2016,48,78,105,12.7,NA,NA,NA,NA,NA,NA,Unknown,31.2,8.8,NA,NA,NA,NA,1,0,0,0,9,5,4,
PC16CWSP2,PC16CWSp2,Salix pulchra,61.21366901,-138.283802,1640.161743,Pika Camp,2029-06-16,2002-07-16,2008-08-16,2016,83,213,256,25.4,NA,NA,NA,NA,NA,NA,Unknown,421.7,9.2,NA,NA,NA,NA,0,0,0,0,9,4,4,
PC16CWSP3,PC16CWSp3,Salix pulchra,61.21361,-138.283827,1640.727539,Pika Camp,2029-06-16,2002-07-16,2008-08-16,2016,56,183,171,35.5,NA,NA,NA,NA,NA,NA,Unknown,32.7,8.4,NA,NA,NA,NA,0,0,0,0,9,3,4,
PC16CWSP4,PC16CWSp4,Salix pulchra,61.21356801,-138.283894,1642.121582,Pika Camp,2029-06-16,2002-07-16,2008-08-16,2016,67,242,205,19,NA,NA,NA,NA,NA,NA,Unknown,36.3,7.4,NA,NA,NA,NA,0,0,0,0,9,2,4,
PC16CWSP5,PC16CWSp5,Salix pulchra,61.21327196,-138.285095,1654.876343,Pika Camp,2029-06-16,2002-07-16,2008-08-16,2016,41,80,40,22.5,NA,NA,NA,NA,NA,NA,Unknown,21.7,7.6,NA,NA,NA,NA,0,0,0,0,9,1,4,
PC16CWSP6,PC16CWSp6,Salix pulchra,61.21338403,-138.285144,1652.101074,Pika Camp,2029-06-16,NA,2002-07-16,2016,24,257,156,18.5,NA,NA,NA,NA,NA,NA,Unknown,31,9.8,NA,NA,NA,NA,1,1,1,1,9,5,1,
PC16CWSP7,PC16CWSp7,Salix pulchra,61.21449597,-138.288186,1660.686523,Pika Camp,2029-06-16,NA,2002-07-16,2016,64,111,68,19,NA,NA,NA,NA,NA,NA,Unknown,34.3,15.5,NA,NA,NA,NA,1,1,1,1,9,4,1,
PC16CWSP8,PC16CWSp8,Salix pulchra,61.21448399,-138.287595,1656.565063,Pika Camp,2029-06-16,NA,2002-07-16,2016,56,72,63,16,NA,NA,NA,NA,NA,NA,Male,27.1,12.7,NA,NA,NA,NA,0,0,0,0,9,3,1,
PC16CWSP9,PC16CWSp9,Salix pulchra,61.21469102,-138.28687,1649.782471,Pika Camp,2029-06-16,NA,2002-07-16,2016,60,117,81,29,NA,NA,NA,NA,NA,NA,Female,37.8,13.4,NA,NA,NA,NA,1,1,1,1,9,2,1,
PC16CWSP10,PC16CWSp10,Salix pulchra,61.21424703,-138.284273,1637.737793,Pika Camp,2029-06-16,NA,2002-07-16,2016,51,124,96,14,NA,NA,NA,NA,NA,NA,Unknown,34.4,15.2,NA,NA,NA,NA,0,0,0,0,9,1,1,
PC16CWSA1,PC16CWSa1,Salix arctica,61.21383497,-138.282813,1633.713867,Pika Camp,2029-06-16,2002-07-16,2009-08-16,2016,5.6,NA,NA,11,NA,NA,NA,NA,NA,NA,Unknown,35.4,5.6,NA,NA,NA,NA,0,0,0,0,10,5,3,
PC16CWSA2,PC16CWSa2,Salix arctica,61.213853,-138.282436,1632.040527,Pika Camp,2029-06-16,2002-07-16,2009-08-16,2016,12,NA,NA,8,NA,NA,NA,NA,NA,NA,Unknown,20.9,6.9,NA,NA,NA,NA,0,0,0,0,10,4,3,
PC16CWSA3,PC16CWSa3,Salix arctica,61.21381897,-138.284813,1646.770142,Pika Camp,2029-06-16,2002-07-16,2009-08-16,2016,6,NA,NA,5,NA,NA,NA,NA,NA,NA,Unknown,19.2,8,NA,NA,NA,NA,0,0,0,0,10,3,3,
PC16CWSA4,PC16CWSa4,Salix arctica,61.21381897,-138.284813,1646.770142,Pika Camp,2029-06-16,2002-07-16,2009-08-16,2016,6,NA,NA,10,NA,NA,NA,NA,NA,NA,Female,14.6,10.6,NA,NA,NA,NA,0,0,0,0,10,2,3,
PC16CWSA5,PC16CWSa5,Salix arctica,61.21393899,-138.285241,1649.43457,Pika Camp,2029-06-16,2002-07-16,2009-08-16,2016,9,NA,NA,14,NA,NA,NA,NA,NA,NA,Unknown,21.8,12.9,NA,NA,NA,NA,0,0,0,0,10,1,3,
PC16CESR1,PC16CESr1,Salix richardsonii,61.21721397,-138.272336,1765.926636,Pika Camp,1930-06-16,2002-07-16,2008-08-16,2016,75,181,197,20.7,NA,NA,NA,NA,NA,NA,Female,32.2,11,NA,NA,NA,NA,0,0,0,0,13,5,4,
PC16CESR2,PC16CESr2,Salix richardsonii,61.21760298,-138.271911,1776.189453,Pika Camp,1930-06-16,2002-07-16,2008-08-16,2016,67,138,148,22.4,NA,NA,NA,NA,NA,NA,Unknown,36.6,10.4,NA,NA,NA,NA,0,0,0,0,13,4,4,
PC16CESR3,PC16CESr3,Salix richardsonii,61.21768604,-138.272394,1767.900391,Pika Camp,1930-06-16,2002-07-16,2008-08-16,2016,59,172,178,33.5,NA,NA,NA,NA,NA,NA,Male,37.9,11.7,NA,NA,NA,NA,0,0,0,0,13,3,4,
PC16CESR4,PC16CESr4,Salix richardsonii,61.217651,-138.270985,1787.163452,Pika Camp,1930-06-16,2002-07-16,2008-08-16,2016,46,114,114,40,NA,NA,NA,NA,NA,NA,Female,21.5,11.8,NA,NA,NA,NA,0,0,0,0,13,2,4,
PC16CESR5,PC16CESr5,Salix richardsonii,61.217579,-138.271048,1783.508911,Pika Camp,1930-06-16,2002-07-16,2008-08-16,2016,28,28,24,100,NA,NA,NA,NA,NA,NA,Unknown,22.2,11.7,NA,NA,NA,NA,0,0,0,0,13,1,4,
PC16CESR6,PC16CESr6,Salix richardsonii,61.21758303,-138.270841,1787.499756,Pika Camp,1930-06-16,NA,2002-07-16,2016,42,41,34,11,NA,NA,NA,NA,NA,NA,Unknown,29,10.8,NA,NA,NA,NA,0,0,0,0,7,6,2,
PC16CESR7,PC16CESr7,Salix richardsonii,61.21776902,-138.270447,1794.645264,Pika Camp,1930-06-16,NA,2002-07-16,2016,32,35,33,8,NA,NA,NA,NA,NA,NA,Female,19.2,9.9,NA,NA,NA,NA,0,0,0,0,7,5,2,
PC16CESR8,PC16CESr8,Salix richardsonii,61.21804697,-138.268684,1819.94104,Pika Camp,1930-06-16,NA,2002-07-16,2016,41,41,20,9,NA,NA,NA,NA,NA,NA,Unknown,31.4,5.5,NA,NA,NA,NA,0,0,0,0,7,4,2,
PC16CESR9,PC16CESr9,Salix richardsonii,61.21794596,-138.273581,1751.076294,Pika Camp,1930-06-16,NA,2002-07-16,2016,25,70,62,9,NA,NA,NA,NA,NA,NA,Unknown,26.6,9.4,NA,NA,NA,NA,0,0,0,0,7,3,2,
PC16CESR10,PC16CESr10,Salix richardsonii,61.21712303,-138.274992,1717.432617,Pika Camp,1930-06-16,NA,2002-07-16,2016,46,88,86,33,NA,NA,NA,NA,NA,NA,Female,28.9,11.2,NA,NA,NA,NA,0,0,0,0,7,2,2,
PC16CESP1,PC16CESp1,Salix pulchra,61.21721397,-138.272336,1765.926636,Pika Camp,1930-06-16,2002-07-16,2008-08-16,2016,68,108,82,20.4,NA,NA,NA,NA,NA,NA,Female,34.4,8.6,NA,NA,NA,NA,0,0,0,0,1,5,7,
PC16CESP2,PC16CESp2,Salix pulchra,61.21745101,-138.2721,1772.901489,Pika Camp,1930-06-16,2002-07-16,2008-08-16,2016,41,130,143,16.3,NA,NA,NA,NA,NA,NA,Male,35.3,11.9,NA,NA,NA,NA,0,0,0,0,1,4,7,
PC16CESP3,PC16CESp3,Salix pulchra,61.21760298,-138.271911,1776.189453,Pika Camp,1930-06-16,2002-07-16,2008-08-16,2016,96,329,238,29.9,NA,NA,NA,NA,NA,NA,Male,34.3,11.4,NA,NA,NA,NA,0,0,0,0,1,3,7,
PC16CESP4,PC16CESp4,Salix pulchra,61.21758303,-138.270841,1787.499756,Pika Camp,1930-06-16,2002-07-16,2008-08-16,2016,14,75,68,8,NA,NA,NA,NA,NA,NA,Unknown,33.5,8.6,NA,NA,NA,NA,0,0,0,0,1,2,7,
PC16CESP5,PC16CESp5,Salix pulchra,61.21776902,-138.270447,1794.645264,Pika Camp,1930-06-16,2002-07-16,2008-08-16,2016,34,128,99,11,NA,NA,NA,NA,NA,NA,Unknown,38.3,11.1,NA,NA,NA,NA,0,0,0,0,1,1,7,
PC16CESP6,PC16CESp6,Salix pulchra,61.21804697,-138.268684,1819.94104,Pika Camp,1930-06-16,NA,2002-07-16,2016,69,145,177,18,NA,NA,NA,NA,NA,NA,Male,22.6,8.8,NA,NA,NA,NA,0,0,0,0,8,6,3,
PC16CESP7,PC16CESp7,Salix pulchra,61.21717801,-138.268996,1808.486572,Pika Camp,1930-06-16,NA,2002-07-16,2016,32,233,195,35,NA,NA,NA,NA,NA,NA,Female,28.8,9.5,NA,NA,NA,NA,1,1,1,1,8,6,4,
PC16CESP8,PC16CESp8,Salix pulchra,61.21741698,-138.269214,1810.17041,Pika Camp,1930-06-16,NA,2002-07-16,2016,40,306,217,22,NA,NA,NA,NA,NA,NA,Female,29.9,9.7,NA,NA,NA,NA,0,0,0,0,8,6,5,
PC16CESP9,PC16CESp9,Salix pulchra,61.21751698,-138.269815,1804.535767,Pika Camp,1930-06-16,NA,2002-07-16,2016,38,105,83,12,NA,NA,NA,NA,NA,NA,Unknown,25,9.2,NA,NA,NA,NA,0,0,0,0,8,6,6,
PC16CESP10,PC16CESp10,Salix pulchra,61.21722001,-138.270811,1774.521851,Pika Camp,1930-06-16,NA,2002-07-16,2016,61,251,209,30,NA,NA,NA,NA,NA,NA,Female,24.8,8.8,NA,NA,NA,NA,0,0,0,0,8,6,7,
PC16CESA1,PC16CESa1,Salix arctica,61.21745101,-138.2721,1772.901489,Pika Camp,1930-06-16,NA,2002-07-16,2016,5,NA,NA,11.2,NA,NA,NA,NA,NA,NA,Female,NA,NA,NA,NA,NA,NA,0,0,0,0,10,5,5,
PC16CESA2,PC16CESa2,Salix arctica,61.21760298,-138.271911,1776.189453,Pika Camp,1930-06-16,NA,2002-07-16,2016,7,60,45,8.4,NA,NA,NA,NA,NA,NA,Female,NA,NA,NA,NA,NA,NA,1,1,1,1,10,4,5,
PC16CESA3,PC16CESa3,Salix arctica,61.21768604,-138.272394,1767.900391,Pika Camp,1930-06-16,NA,2002-07-16,2016,4,96,51,8.6,NA,NA,NA,NA,NA,NA,Male,NA,NA,NA,NA,NA,NA,0,0,0,0,10,3,5,
PC16CESA4,PC16CESa4,Salix arctica,61.21761597,-138.271135,1783.847534,Pika Camp,1930-06-16,NA,2002-07-16,2016,4,99,60,2.5,NA,NA,NA,NA,NA,NA,Female,NA,NA,NA,NA,NA,NA,0,0,0,0,10,2,5,
PC16CESA5,PC16CESa5,Salix arctica,61.21730399,-138.270276,1794.589233,Pika Camp,1930-06-16,NA,2002-07-16,2016,5,63,54,10,NA,NA,NA,NA,NA,NA,Female,NA,NA,NA,NA,NA,NA,0,0,0,0,10,1,5,
PP16TSR1,PP16TSR1,Salix richardsonii,61.19760401,-138.307252,1873.640625,Printers Pass,2001-07-16,2002-07-16,2008-08-16,2016,29,88,32,7,NA,NA,NA,NA,NA,NA,Unknown,29.7,8.7,NA,NA,NA,NA,0,0,0,0,13,5,6,
PP16TSR2,PP16TSR2,Salix richardsonii,61.19769797,-138.307502,1862.34082,Printers Pass,2001-07-16,2002-07-16,2008-08-16,2016,27,54,49,12,NA,NA,NA,NA,NA,NA,Unknown,27.5,6.2,NA,NA,NA,NA,0,0,0,0,13,4,6,
