"Plot Title: Common_Garden_Hobo_21419292"
"#","Date Time, GMT-07:00","Temp, °C (LGR S/N: 21419292, SEN S/N: 21274749, LBL: Soil 10cm)","Temp, °C (LGR S/N: 21419292, SEN S/N: 21414490, LBL: Soil 2cm)","Temp, °C (LGR S/N: 21419292, SEN S/N: 21414494, LBL: Air 1m)","Temp, °C (LGR S/N: 21419292, SEN S/N: 21420853, LBL: Air 1m)","RH, % (LGR S/N: 21419292, SEN S/N: 21420853, LBL: Air 1m)"
7368,01/20/23 11:30:01 PM,-4.865,-5.079,-2.830,-2.732,99.997
7369,01/21/23 12:00:01 AM,-4.865,-5.079,-2.654,-2.539,99.997
7370,01/21/23 12:30:01 AM,-4.834,-5.049,-3.124,-3.032,99.997
7371,01/21/23 01:00:01 AM,-4.804,-5.018,0.246,0.099,86.706
7372,01/21/23 01:30:01 AM,-4.804,-4.987,0.329,0.507,83.056
7373,01/21/23 02:00:01 AM,-4.773,-4.957,0.384,0.550,87.585
7374,01/21/23 02:30:01 AM,-4.743,-4.957,0.577,0.829,83.624
7375,01/21/23 03:00:01 AM,-4.743,-4.926,0.384,0.486,81.848
7376,01/21/23 03:30:01 AM,-4.712,-4.926,0.301,0.164,79.573
7377,01/21/23 04:00:01 AM,-4.682,-4.895,-0.986,-0.909,82.667
7378,01/21/23 04:30:01 AM,-4.651,-4.865,-0.116,-0.072,76.341
7379,01/21/23 05:00:01 AM,-4.621,-4.865,-2.654,-2.474,88.568
7380,01/21/23 05:30:01 AM,-4.590,-4.834,-3.301,-3.118,84.912
7381,01/21/23 06:00:01 AM,-4.560,-4.834,-7.445,-7.386,93.260
7382,01/21/23 06:30:01 AM,-4.560,-4.804,-8.463,-8.415,95.267
7383,01/21/23 07:00:01 AM,-4.530,-4.804,-8.364,-8.330,96.191
7384,01/21/23 07:30:01 AM,-4.530,-4.804,-8.264,-8.222,95.212
7385,01/21/23 08:00:01 AM,-4.499,-4.804,-9.235,-9.359,98.466
7386,01/21/23 08:30:01 AM,-4.499,-4.804,-9.066,-9.016,97.659
7387,01/21/23 09:00:01 AM,-4.469,-4.804,-9.439,-9.381,94.807
7388,01/21/23 09:30:01 AM,-4.439,-4.804,-9.644,-9.767,99.997
7389,01/21/23 10:00:01 AM,-4.439,-4.804,-9.542,-9.531,99.696
7390,01/21/23 10:30:01 AM,-4.439,-4.804,-8.730,-8.694,97.185
7391,01/21/23 11:00:01 AM,-4.439,-4.804,-8.231,-8.179,96.081
7392,01/21/23 11:30:01 AM,-4.439,-4.804,-7.640,-7.536,95.640
7393,01/21/23 12:00:01 PM,-4.439,-4.804,-7.026,-7.000,93.576
7394,01/21/23 12:30:01 PM,-4.439,-4.804,-6.105,-6.078,90.465
7395,01/21/23 01:00:01 PM,-4.439,-4.804,-5.542,-5.606,87.004
7396,01/21/23 01:30:01 PM,-4.439,-4.804,-4.530,-4.533,83.209
7397,01/21/23 02:00:01 PM,-4.439,-4.773,-3.896,-3.654,79.263
7398,01/21/23 02:30:01 PM,-4.439,-4.773,-2.247,-2.045,73.384
7399,01/21/23 03:00:01 PM,-4.408,-4.743,-4.499,-4.169,79.600
7400,01/21/23 03:30:01 PM,-4.408,-4.712,-3.657,-3.525,78.840
7401,01/21/23 04:00:01 PM,-4.378,-4.712,-5.110,-5.048,83.593
7402,01/21/23 04:30:01 PM,-4.378,-4.682,-5.791,-5.820,86.665
7403,01/21/23 05:00:01 PM,-4.348,-4.682,-7.251,-7.214,90.039
7404,01/21/23 05:30:01 PM,-4.318,-4.682,-8.231,-8.201,92.509
7405,01/21/23 06:00:01 PM,-4.318,-4.651,-10.058,-9.917,97.038
7406,01/21/23 06:30:01 PM,-4.257,-4.651,-11.218,-11.139,99.997
7407,01/21/23 07:00:01 PM,-4.287,-4.651,-11.254,-11.182,97.945
7408,01/21/23 07:30:01 PM,-4.287,-4.651,-9.713,-9.702,95.715
7409,01/21/23 08:00:01 PM,-4.287,-4.682,-9.269,-9.252,96.547
7410,01/21/23 08:30:01 PM,-4.257,-4.682,-9.371,-9.316,94.954
7411,01/21/23 09:00:01 PM,-4.257,-4.682,-10.127,-10.110,96.410
7412,01/21/23 09:30:01 PM,-4.257,-4.682,-10.162,-10.131,94.588
7413,01/21/23 10:00:01 PM,-4.257,-4.712,-11.040,-10.989,95.567
7414,01/21/23 10:30:01 PM,-4.227,-4.712,-10.898,-10.882,94.487
7415,01/21/23 11:00:01 PM,-4.257,-4.712,-10.934,-10.903,96.231
7416,01/21/23 11:30:01 PM,-4.227,-4.712,-11.326,-11.246,95.473
7417,01/22/23 12:00:01 AM,-4.257,-4.712,-11.040,-11.011,95.070
7418,01/22/23 12:30:01 AM,-4.257,-4.712,-10.616,-10.603,92.030
7419,01/22/23 01:00:01 AM,-4.257,-4.712,-10.757,-10.753,93.324
7420,01/22/23 01:30:01 AM,-4.227,-4.712,-10.863,-10.796,94.057
7421,01/22/23 02:00:01 AM,-4.227,-4.712,-11.397,-11.375,92.930
7422,01/22/23 02:30:01 AM,-4.227,-4.712,-11.976,-12.040,92.473
7423,01/22/23 03:00:01 AM,-4.197,-4.712,-13.428,-13.434,93.811
7424,01/22/23 03:30:01 AM,-4.197,-4.712,-13.772,-13.734,96.287
7425,01/22/23 04:00:01 AM,-4.197,-4.712,-12.602,-12.598,95.537
7426,01/22/23 04:30:01 AM,-4.197,-4.743,-12.714,-12.705,94.704
7427,01/22/23 05:00:01 AM,-4.197,-4.743,-13.050,-13.005,94.606
7428,01/22/23 05:30:01 AM,-4.197,-4.743,-14.236,-14.378,95.920
7429,01/22/23 06:00:01 AM,-4.167,-4.743,-15.224,-15.343,94.054
7430,01/22/23 06:30:01 AM,-4.167,-4.743,-15.104,-15.171,94.466
7431,01/22/23 07:00:01 AM,-4.167,-4.743,-16.243,-16.373,93.924
7432,01/22/23 07:30:01 AM,-4.197,-4.773,-15.996,-16.072,94.667
7433,01/22/23 08:00:01 AM,-4.197,-4.773,-15.345,-15.450,94.121
7434,01/22/23 08:30:01 AM,-4.197,-4.804,-15.264,-15.322,94.212
7435,01/22/23 09:00:01 AM,-4.197,-4.804,-14.707,-14.828,95.816
7436,01/22/23 09:30:01 AM,-4.227,-4.834,-12.825,-12.834,95.125
7437,01/22/23 10:00:01 AM,-4.227,-4.834,-11.577,-11.590,96.222
7438,01/22/23 10:30:01 AM,-4.227,-4.834,-11.361,-11.332,95.294
7439,01/22/23 11:00:01 AM,-4.257,-4.834,-10.581,-10.560,96.159
7440,01/22/23 11:30:01 AM,-4.257,-4.834,-9.100,-9.016,95.418
7441,01/22/23 12:00:01 PM,-4.257,-4.834,-9.782,-9.767,90.710
7442,01/22/23 12:30:01 PM,-4.257,-4.834,-10.092,-10.110,92.136
7443,01/22/23 01:00:01 PM,-4.257,-4.834,-10.371,-10.196,90.153
7444,01/22/23 01:30:01 PM,-4.257,-4.834,-10.511,-10.174,88.898
7445,01/22/23 02:00:01 PM,-4.257,-4.804,-10.476,-10.303,91.357
7446,01/22/23 02:30:01 PM,-4.257,-4.804,-9.473,-9.445,87.790
7447,01/22/23 03:00:01 PM,-4.257,-4.773,-9.644,-9.509,85.928
7448,01/22/23 03:30:01 PM,-4.257,-4.773,-11.005,-10.903,89.938
7449,01/22/23 04:00:01 PM,-4.257,-4.743,-10.092,-9.724,85.241
7450,01/22/23 04:30:01 PM,-4.257,-4.743,-9.303,-8.909,81.477
7451,01/22/23 05:00:01 PM,-4.227,-4.712,-10.336,-10.303,88.087
7452,01/22/23 05:30:01 PM,-4.227,-4.712,-11.005,-11.011,92.175
7453,01/22/23 06:00:01 PM,-4.227,-4.682,-8.630,-8.565,92.770
7454,01/22/23 06:30:01 PM,-4.227,-4.682,-8.864,-8.759,95.155
7455,01/22/23 07:00:01 PM,-4.197,-4.682,-8.730,-8.759,97.565
7456,01/22/23 07:30:01 PM,-4.197,-4.682,-8.764,-8.694,95.325
7457,01/22/23 08:00:01 PM,-4.197,-4.682,-8.831,-8.823,96.712
7458,01/22/23 08:30:01 PM,-4.167,-4.682,-11.040,-11.011,95.700
7459,01/22/23 09:00:01 PM,-4.137,-4.682,-13.390,-13.456,95.784
7460,01/22/23 09:30:01 PM,-4.167,-4.682,-12.788,-12.791,94.794
7461,01/22/23 10:00:01 PM,-4.137,-4.682,-13.581,-13.606,94.081
7462,01/22/23 10:30:01 PM,-4.137,-4.682,-13.696,-13.734,93.825
7463,01/22/23 11:00:01 PM,-4.137,-4.682,-13.888,-13.885,93.628
7464,01/22/23 11:30:01 PM,-4.137,-4.682,-14.275,-14.206,92.482
7465,01/23/23 12:00:01 AM,-4.137,-4.682,-14.746,-14.785,93.362
7466,01/23/23 12:30:01 AM,-4.137,-4.682,-14.746,-14.785,94.624
7467,01/23/23 01:00:01 AM,-4.137,-4.682,-14.984,-15.000,93.106
7468,01/23/23 01:30:01 AM,-4.137,-4.682,-15.064,-15.150,93.164
7469,01/23/23 02:00:01 AM,-4.137,-4.682,-14.945,-15.000,93.051
7470,01/23/23 02:30:01 AM,-4.137,-4.682,-14.628,-14.635,92.671
7471,01/23/23 03:00:01 AM,-4.137,-4.682,-14.667,-14.700,93.004
7472,01/23/23 03:30:01 AM,-4.106,-4.682,-15.024,-15.064,93.214
7473,01/23/23 04:00:01 AM,-4.137,-4.682,-14.905,-14.936,92.126
7474,01/23/23 04:30:01 AM,-4.106,-4.712,-14.905,-15.021,91.928
7475,01/23/23 05:00:01 AM,-4.137,-4.712,-14.628,-14.678,91.971
7476,01/23/23 05:30:01 AM,-4.137,-4.712,-15.144,-15.171,91.353
7477,01/23/23 06:00:01 AM,-4.137,-4.712,-14.865,-14.871,91.522
7478,01/23/23 06:30:01 AM,-4.137,-4.712,-14.549,-14.678,90.108
7479,01/23/23 07:00:01 AM,-4.137,-4.712,-14.159,-14.206,90.680
7480,01/23/23 07:30:01 AM,-4.137,-4.712,-14.081,-14.120,91.545
7481,01/23/23 08:00:01 AM,-4.137,-4.712,-12.049,-12.147,94.597
7482,01/23/23 08:30:01 AM,-4.137,-4.712,-10.969,-10.989,93.742
7483,01/23/23 09:00:01 AM,-4.137,-4.712,-13.277,-13.348,90.739
7484,01/23/23 09:30:01 AM,-4.137,-4.682,-11.758,-11.740,98.122
7485,01/23/23 10:00:01 AM,-4.137,-4.712,-9.134,-9.123,97.705
7486,01/23/23 10:30:01 AM,-4.167,-4.682,-7.284,-7.322,96.112
7487,01/23/23 11:00:01 AM,-4.167,-4.682,-6.642,-6.549,91.600
7488,01/23/23 11:30:01 AM,-4.167,-4.651,-4.560,-4.405,87.460
7489,01/23/23 12:00:01 PM,-4.167,-4.651,-3.926,-3.890,85.991
7490,01/23/23 12:30:01 PM,-4.167,-4.651,-3.065,-2.925,82.223
7491,01/23/23 01:00:01 PM,-4.167,-4.621,-2.421,-2.346,80.041
7492,01/23/23 01:30:01 PM,-4.167,-4.621,-1.556,-1.466,78.412
7493,01/23/23 02:00:01 PM,-4.167,-4.590,-1.270,-1.080,76.910
7494,01/23/23 02:30:01 PM,-4.137,-4.560,-0.789,-0.415,75.604
7495,01/23/23 03:00:01 PM,-4.137,-4.530,-0.704,-0.480,75.857
7496,01/23/23 03:30:01 PM,-4.137,-4.499,0.301,0.550,73.799
7497,01/23/23 04:00:01 PM,-4.137,-4.469,0.273,0.507,74.684
7498,01/23/23 04:30:01 PM,-4.076,-4.439,0.135,0.335,75.677
7499,01/23/23 05:00:01 PM,-4.076,-4.408,0.329,0.335,75.430
7500,01/23/23 05:30:01 PM,-4.076,-4.408,-0.088,0.099,76.970
7501,01/23/23 06:00:01 PM,-4.076,-4.378,-0.423,-0.308,78.100
7502,01/23/23 06:30:01 PM,-4.046,-4.348,-0.143,0.035,75.480
7503,01/23/23 07:00:01 PM,-4.016,-4.348,-2.131,-2.153,82.797
7504,01/23/23 07:30:01 PM,-4.016,-4.318,-0.535,-0.587,78.126
7505,01/23/23 08:00:01 PM,-4.016,-4.287,-0.535,-0.501,76.526
7506,01/23/23 08:30:01 PM,-3.986,-4.287,-0.902,-0.801,75.453
7507,01/23/23 09:00:01 PM,-3.956,-4.257,-1.356,-1.509,79.431
7508,01/23/23 09:30:01 PM,-3.956,-4.257,-2.596,-2.817,84.123
7509,01/23/23 10:00:01 PM,-3.926,-4.227,-4.439,-4.533,89.461
7510,01/23/23 10:30:01 PM,-3.896,-4.227,-4.651,-4.512,86.242
7511,01/23/23 11:00:01 PM,-3.896,-4.227,-3.717,-3.504,79.597
7512,01/23/23 11:30:01 PM,-3.896,-4.227,-3.479,-3.289,77.595
7513,01/24/23 12:00:01 AM,-3.896,-4.227,-1.128,-1.166,71.112
7514,01/24/23 12:30:01 AM,-3.836,-4.227,-2.712,-2.603,77.922
7515,01/24/23 01:00:01 AM,-3.836,-4.227,-2.479,-2.281,74.197
7516,01/24/23 01:30:01 AM,-3.836,-4.227,-3.094,-2.882,76.049
7517,01/24/23 02:00:01 AM,-3.836,-4.197,-1.727,-1.702,75.091
7518,01/24/23 02:30:01 AM,-3.836,-4.227,-5.079,-4.962,85.130
7519,01/24/23 03:00:01 AM,-3.807,-4.227,-6.010,-5.949,89.078
7520,01/24/23 03:30:01 AM,-3.807,-4.227,-6.866,-6.592,94.562
7521,01/24/23 04:00:01 AM,-3.777,-4.227,-6.231,-6.399,91.504
7522,01/24/23 04:30:01 AM,-3.777,-4.227,-7.284,-7.193,89.558
7523,01/24/23 05:00:01 AM,-3.807,-4.227,-3.627,-3.783,88.916
7524,01/24/23 05:30:01 AM,-3.807,-4.227,-1.441,-1.252,76.677
7525,01/24/23 06:00:01 AM,-3.807,-4.257,-2.771,-2.946,81.756
7526,01/24/23 06:30:01 AM,-3.777,-4.257,-4.016,-3.804,80.781
7527,01/24/23 07:00:01 AM,-3.807,-4.257,-1.413,-1.767,77.884
7528,01/24/23 07:30:01 AM,-3.807,-4.257,-1.242,-1.445,77.060
7529,01/24/23 08:00:01 AM,-3.807,-4.257,-0.760,-1.230,74.247
7530,01/24/23 08:30:01 AM,-3.807,-4.257,-2.131,-2.346,77.931
7531,01/24/23 09:00:01 AM,-3.807,-4.257,-1.900,-2.088,77.078
7532,01/24/23 09:30:01 AM,-3.807,-4.227,-2.508,-2.324,77.586
7533,01/24/23 10:00:01 AM,-3.777,-4.227,-3.183,-2.925,84.118
7534,01/24/23 10:30:01 AM,-3.807,-4.227,-0.732,-0.909,71.173
7535,01/24/23 11:00:01 AM,-3.807,-4.227,-0.704,-0.716,70.118
7536,01/24/23 11:30:01 AM,-3.807,-4.197,0.079,0.035,65.908
7537,01/24/23 12:00:01 PM,-3.807,-4.197,-0.143,-0.115,67.652
7538,01/24/23 12:30:01 PM,-3.807,-4.167,0.770,1.215,63.880
7539,01/24/23 01:00:01 PM,-3.777,-4.137,1.344,2.459,56.939
7540,01/24/23 01:30:01 PM,-3.777,-4.106,1.697,3.960,52.810
7541,01/24/23 02:00:01 PM,-3.777,-4.076,1.751,5.226,45.711
7542,01/24/23 02:30:01 PM,-3.777,-4.046,2.744,4.217,48.531
7543,01/24/23 03:00:01 PM,-3.747,-3.986,0.742,1.429,59.385
7544,01/24/23 03:30:01 PM,-3.717,-3.956,0.770,1.451,58.798
7545,01/24/23 04:00:01 PM,-3.717,-3.926,-0.732,-0.608,69.148
7546,01/24/23 04:30:01 PM,-3.687,-3.926,-0.958,-0.758,72.650
7547,01/24/23 05:00:01 PM,-3.657,-3.896,-0.704,-0.737,74.385
7548,01/24/23 05:30:01 PM,-3.657,-3.896,-0.760,-0.737,75.068
7549,01/24/23 06:00:01 PM,-3.627,-3.896,-1.842,-1.874,78.187
7550,01/24/23 06:30:01 PM,-3.598,-3.896,-3.242,-3.246,81.840
7551,01/24/23 07:00:01 PM,-3.598,-3.866,-2.276,-2.474,85.286
7552,01/24/23 07:30:01 PM,-3.598,-3.866,-3.301,-3.096,83.798
7553,01/24/23 08:00:01 PM,-3.598,-3.866,-3.419,-3.504,85.722
7554,01/24/23 08:30:01 PM,-3.538,-3.866,-6.674,-6.700,88.977
7555,01/24/23 09:00:01 PM,-3.538,-3.866,-6.866,-6.721,92.139
7556,01/24/23 09:30:01 PM,-3.538,-3.866,-5.823,-5.670,88.647
7557,01/24/23 10:00:01 PM,-3.538,-3.866,-2.712,-2.817,87.684
7558,01/24/23 10:30:01 PM,-3.538,-3.896,-5.480,-5.348,87.750
7559,01/24/23 11:00:01 PM,-3.538,-3.896,-6.579,-6.464,91.104
7560,01/24/23 11:30:01 PM,-3.508,-3.896,-6.802,-6.721,93.484
7561,01/25/23 12:00:01 AM,-3.508,-3.926,-7.219,-7.236,94.070
7562,01/25/23 12:30:01 AM,-3.508,-3.926,-5.916,-5.885,99.625
7563,01/25/23 01:00:01 AM,-3.508,-3.956,-4.439,-4.469,94.414
7564,01/25/23 01:30:01 AM,-3.538,-3.926,-2.189,-2.174,86.252
7565,01/25/23 02:00:01 AM,-3.538,-3.956,-4.987,-4.769,87.488
7566,01/25/23 02:30:01 AM,-3.508,-3.956,-4.499,-4.362,89.046
7567,01/25/23 03:00:01 AM,-3.538,-3.956,-4.076,-4.104,94.903
7568,01/25/23 03:30:01 AM,-3.538,-3.956,-0.591,-0.351,81.624
7569,01/25/23 04:00:01 AM,-3.538,-3.956,0.962,1.086,90.747
7570,01/25/23 04:30:01 AM,-3.538,-3.956,0.412,0.550,97.046
7571,01/25/23 05:00:01 AM,-3.538,-3.926,0.329,0.357,99.336
7572,01/25/23 05:30:01 AM,-3.538,-3.896,0.079,0.185,99.997
7573,01/25/23 06:00:01 AM,-3.538,-3.866,-0.032,0.121,99.997
7574,01/25/23 06:30:01 AM,-3.538,-3.836,-0.563,-0.501,99.997
7575,01/25/23 07:00:01 AM,-3.538,-3.807,-0.845,-0.844,99.997
7576,01/25/23 07:30:01 AM,-3.508,-3.777,-0.676,-0.651,99.997
7577,01/25/23 08:00:01 AM,-3.479,-3.747,-1.641,-1.423,98.604
7578,01/25/23 08:30:01 AM,-3.479,-3.747,-1.814,-1.745,99.997
7579,01/25/23 09:00:01 AM,-3.479,-3.717,-1.356,-1.209,99.687
7580,01/25/23 09:30:01 AM,-3.449,-3.687,-1.727,-1.659,99.997
7581,01/25/23 10:00:01 AM,-3.419,-3.687,-1.270,-1.145,99.997
7582,01/25/23 10:30:01 AM,-3.419,-3.657,-0.311,-0.329,99.997
7583,01/25/23 11:00:01 AM,-3.419,-3.627,1.344,1.429,92.917
7584,01/25/23 11:30:01 AM,-3.419,-3.627,0.550,0.721,96.652
7585,01/25/23 12:00:01 PM,-3.390,-3.598,0.907,1.000,96.118
7586,01/25/23 12:30:01 PM,-3.360,-3.568,1.670,2.073,90.849
7587,01/25/23 01:00:01 PM,-3.360,-3.538,1.643,1.751,91.722
7588,01/25/23 01:30:01 PM,-3.360,-3.508,1.697,1.794,90.794
7589,01/25/23 02:00:01 PM,-3.330,-3.508,1.940,2.244,87.488
7590,01/25/23 02:30:01 PM,-3.301,-3.479,1.588,1.601,88.270
7591,01/25/23 03:00:01 PM,-3.301,-3.449,2.074,2.244,87.787
7592,01/25/23 03:30:01 PM,-3.301,-3.419,3.063,3.188,82.522
7593,01/25/23 04:00:01 PM,-3.271,-3.419,1.398,1.451,86.847
7594,01/25/23 04:30:01 PM,-3.242,-3.390,2.396,2.523,81.340
7595,01/25/23 05:00:01 PM,-3.242,-3.390,1.398,1.601,84.807
7596,01/25/23 05:30:01 PM,-3.212,-3.360,0.962,1.193,86.487
7597,01/25/23 06:00:01 PM,-3.183,-3.360,0.852,1.065,83.772
7598,01/25/23 06:30:01 PM,-3.183,-3.360,0.163,0.314,89.549
7599,01/25/23 07:00:01 PM,-3.153,-3.330,-0.339,-0.265,93.960
7600,01/25/23 07:30:01 PM,-3.153,-3.330,1.289,1.429,82.269
7601,01/25/23 08:00:01 PM,-3.124,-3.330,-0.283,-0.051,87.694
7602,01/25/23 08:30:01 PM,-3.124,-3.330,1.126,1.322,81.401
7603,01/25/23 09:00:01 PM,-3.124,-3.330,-0.732,-0.565,86.444
7604,01/25/23 09:30:01 PM,-3.124,-3.330,-0.143,-0.115,84.027
7605,01/25/23 10:00:01 PM,-3.094,-3.330,-1.128,-0.994,84.897
7606,01/25/23 10:30:01 PM,-3.094,-3.330,-1.441,-1.316,85.988
7607,01/25/23 11:00:01 PM,-3.094,-3.330,-0.760,-0.523,80.470
7608,01/25/23 11:30:01 PM,-3.065,-3.330,-1.043,-0.866,79.312
7609,01/26/23 12:00:01 AM,-3.065,-3.330,-1.157,-0.994,79.643
7610,01/26/23 12:30:01 AM,-3.065,-3.330,1.724,1.815,68.722
7611,01/26/23 01:00:01 AM,-3.065,-3.330,0.687,0.507,72.508
7612,01/26/23 01:30:01 AM,-3.065,-3.330,1.017,1.022,72.961
7613,01/26/23 02:00:01 AM,-3.065,-3.330,1.615,1.601,68.960
7614,01/26/23 02:30:01 AM,-3.065,-3.330,1.534,1.472,69.415
7615,01/26/23 03:00:01 AM,-3.065,-3.330,1.180,1.386,69.807
7616,01/26/23 03:30:01 AM,-3.065,-3.330,0.522,0.528,74.267
7617,01/26/23 04:00:01 AM,-3.035,-3.301,0.715,0.657,72.459
7618,01/26/23 04:30:01 AM,-3.035,-3.301,0.632,0.636,70.562
7619,01/26/23 05:00:01 AM,-3.035,-3.301,-0.004,0.014,72.435
7620,01/26/23 05:30:01 AM,-3.006,-3.271,0.467,0.550,70.311
7621,01/26/23 06:00:01 AM,-3.006,-3.271,-2.363,-2.174,74.586
7622,01/26/23 06:30:01 AM,-3.006,-3.271,-2.712,-2.431,75.450
7623,01/26/23 07:00:01 AM,-2.976,-3.271,-3.301,-3.246,78.167
7624,01/26/23 07:30:01 AM,-2.976,-3.271,-2.830,-2.646,76.544
7625,01/26/23 08:00:01 AM,-2.976,-3.271,-4.197,-4.212,83.859
7626,01/26/23 08:30:01 AM,-2.976,-3.271,-2.450,-2.324,74.664
7627,01/26/23 09:00:01 AM,-2.947,-3.301,-4.499,-4.426,81.010
7628,01/26/23 09:30:01 AM,-2.976,-3.301,-3.124,-2.839,74.473
7629,01/26/23 10:00:01 AM,-2.947,-3.301,-4.106,-4.019,80.943
7630,01/26/23 10:30:01 AM,-2.947,-3.330,-6.073,-5.949,82.965
7631,01/26/23 11:00:01 AM,-2.947,-3.330,-6.105,-6.013,83.708
7632,01/26/23 11:30:01 AM,-2.947,-3.360,-6.168,-6.163,84.526
7633,01/26/23 12:00:01 PM,-2.947,-3.360,-3.896,-4.319,80.027
7634,01/26/23 12:30:01 PM,-2.976,-3.360,-2.102,-2.131,74.572
7635,01/26/23 01:00:01 PM,-2.976,-3.390,-1.356,-1.423,68.367
7636,01/26/23 01:30:01 PM,-2.976,-3.390,-1.929,-2.067,70.851
7637,01/26/23 02:00:01 PM,-3.006,-3.390,2.074,3.638,49.477
7638,01/26/23 02:30:01 PM,-3.006,-3.390,2.289,3.681,45.391
7639,01/26/23 03:00:01 PM,-3.006,-3.390,1.289,1.000,56.606
7640,01/26/23 03:30:01 PM,-3.006,-3.390,-0.423,0.164,61.660
7641,01/26/23 04:00:01 PM,-3.006,-3.390,-0.283,-0.179,64.547
7642,01/26/23 04:30:01 PM,-3.006,-3.390,-1.100,-1.166,70.718
7643,01/26/23 05:00:01 PM,-3.006,-3.390,-1.814,-1.831,74.931
7644,01/26/23 05:30:01 PM,-3.006,-3.390,-1.958,-1.917,77.829
7645,01/26/23 06:00:01 PM,-2.976,-3.390,-3.301,-3.375,89.078
7646,01/26/23 06:30:01 PM,-3.006,-3.390,-3.330,-3.204,82.101
7647,01/26/23 07:00:01 PM,-2.976,-3.419,-5.172,-5.069,88.725
7648,01/26/23 07:30:01 PM,-3.006,-3.390,-5.295,-5.263,91.444
7649,01/26/23 08:00:01 PM,-2.976,-3.419,-6.199,-6.056,93.581
7650,01/26/23 08:30:01 PM,-2.976,-3.419,-7.706,-7.643,93.097
7651,01/26/23 09:00:01 PM,-2.976,-3.419,-7.348,-7.300,92.328
7652,01/26/23 09:30:01 PM,-2.976,-3.419,-6.420,-6.271,89.795
7653,01/26/23 10:00:01 PM,-2.976,-3.419,-7.187,-7.171,94.726
7654,01/26/23 10:30:01 PM,-2.947,-3.419,-8.932,-8.930,97.038
7655,01/26/23 11:00:01 PM,-2.947,-3.449,-10.197,-10.174,97.267
7656,01/26/23 11:30:01 PM,-2.947,-3.449,-9.473,-9.402,96.396
7657,01/27/23 12:00:01 AM,-2.947,-3.449,-11.218,-11.289,95.367
7658,01/27/23 12:30:01 AM,-2.947,-3.479,-12.086,-12.083,94.960
7659,01/27/23 01:00:01 AM,-2.947,-3.479,-11.940,-11.911,95.521
7660,01/27/23 01:30:01 AM,-3.006,-3.508,-9.679,-9.724,95.906
7661,01/27/23 02:00:01 AM,-3.006,-3.538,-9.713,-9.681,95.100
7662,01/27/23 02:30:01 AM,-2.976,-3.568,-10.371,-10.753,97.469
7663,01/27/23 03:00:01 AM,-2.976,-3.598,-11.326,-11.354,95.573
7664,01/27/23 03:30:01 AM,-3.006,-3.598,-12.269,-12.362,94.212
7665,01/27/23 04:00:01 AM,-3.006,-3.627,-11.505,-11.461,94.658
7666,01/27/23 04:30:01 AM,-3.006,-3.657,-11.686,-11.761,94.429
7667,01/27/23 05:00:01 AM,-3.006,-3.687,-13.581,-13.627,94.681
7668,01/27/23 05:30:01 AM,-3.006,-3.717,-14.042,-14.013,93.274
7669,01/27/23 06:00:01 AM,-3.035,-3.747,-14.236,-14.507,94.720
7670,01/27/23 06:30:01 AM,-3.035,-3.777,-15.913,-15.965,92.326
7671,01/27/23 07:00:01 AM,-3.065,-3.777,-15.024,-15.021,92.898
7672,01/27/23 07:30:01 AM,-3.094,-3.807,-14.707,-14.807,93.315
7673,01/27/23 08:00:01 AM,-3.124,-3.836,-13.772,-13.842,93.658
7674,01/27/23 08:30:01 AM,-3.124,-3.866,-12.343,-12.319,94.734
7675,01/27/23 09:00:01 AM,-3.183,-3.866,-10.616,-10.624,95.669
7676,01/27/23 09:30:01 AM,-3.183,-3.896,-11.111,-11.204,95.271
7677,01/27/23 10:00:01 AM,-3.183,-3.896,-10.827,-10.775,94.685
7678,01/27/23 10:30:01 AM,-3.212,-3.926,-10.546,-10.517,95.489
7679,01/27/23 11:00:01 AM,-3.242,-3.926,-10.162,-10.131,95.555
7680,01/27/23 11:30:01 AM,-3.242,-3.926,-9.508,-9.445,95.398
7681,01/27/23 12:00:01 PM,-3.271,-3.926,-6.420,-6.592,96.602
7682,01/27/23 12:30:01 PM,-3.301,-3.926,-4.560,-4.555,96.228
7683,01/27/23 01:00:01 PM,-3.301,-3.896,-1.670,-1.359,72.509
7684,01/27/23 01:30:01 PM,-3.301,-3.896,-5.854,-3.847,64.456
7685,01/27/23 02:00:01 PM,-3.301,-3.866,-4.590,-0.115,49.171
7686,01/27/23 02:30:01 PM,-3.330,-3.836,-1.958,0.893,49.644
7687,01/27/23 03:00:01 PM,-3.301,-3.807,-4.137,-2.624,59.603
7688,01/27/23 03:30:01 PM,-3.301,-3.807,-6.452,-5.434,70.658
7689,01/27/23 04:00:01 PM,-3.301,-3.777,-6.325,-5.477,71.424
7690,01/27/23 04:30:01 PM,-3.301,-3.747,-5.948,-5.112,69.259
7691,01/27/23 05:00:01 PM,-3.271,-3.747,-7.575,-7.729,79.785
7692,01/27/23 05:30:01 PM,-3.242,-3.717,-8.597,-8.630,83.441
7693,01/27/23 06:00:01 PM,-3.212,-3.717,-11.005,-10.946,89.667
7694,01/27/23 06:30:01 PM,-3.183,-3.717,-11.469,-11.482,94.813
7695,01/27/23 07:00:01 PM,-3.183,-3.717,-12.714,-12.791,95.010
7696,01/27/23 07:30:01 PM,-3.183,-3.717,-13.657,-13.713,91.925
