"","X.2","X.1","X","Bed","SampleID","Year_planted","Species","Site","Sample_Date","Month","Day","Year","Canopy_Height_cm","Width_cm","Width_2_cm","Stem_diameter","Length_1_mm","Length_2_mm","Length_3_mm","Stem_Elongation_1_mm","Stem_Elongation_2_mm","Stem_Elongation_3_mm","SampleID_standard","max_biovol","Sample_age","mean_stem_elong","mean_leaf_length","mean_width","population"
"239",2984,2984,2984,"GD","PC17Sr6",2017,"Salix richardsonii","Kluane","2022-08-16",8,17,2022,41,63,49,16,42,40,40,290,260,195,"PC17SR6",126567,5,248.333333333333,40.6666666666667,56,"Southern"
"240",2906,2239,2239,"SW","PC17Sr9",2017,"Salix richardsonii","Kluane","2021-08-11",8,11,2021,18,14,9.5,12,36,35,39,51,64,10,"PC17SR9",2394,4,41.6666666666667,36.6666666666667,11.75,"Southern"
"241",3030,3030,3030,"JA","PP16MSa1",2016,"Salix arctica","Kluane","2022-08-16",8,17,2022,3.5,4,5,5,19,13,18,4,NA,NA,"PP16MSA1",70,6,NA,16.6666666666667,4.5,"Southern"
"242",2908,2241,2241,"JA","PP16MSa5",2016,"Salix arctica","Kluane","2021-08-11",8,11,2021,3,11.4,9,5,22,24,23,7,6,9,"PP16MSA5",307.8,5,7.33333333333333,23,10.2,"Southern"
"243",2648,2906,2906,"AB","PP17Sp12",2017,"Salix pulchra","Kluane","2020-08-19",8,19,2020,17.9,17.6,8.3,13.3,33.48,38.32,37.36,21.68,43.77,41.08,"PP17SP12",2614.832,3,35.51,36.3866666666667,12.95,"Southern"
"244",2649,2907,2907,"AB","PP17Sp13",2017,"Salix pulchra","Kluane","2020-08-19",8,19,2020,16.5,22,16.6,12.22,31.8,30.38,36.11,24.11,24.25,17.55,"PP17SP13",6025.8,3,21.97,32.7633333333333,19.3,"Southern"
"245",3133,3133,3133,"AB","PP17Sp15",2017,"Salix pulchra","Kluane","2022-08-16",8,17,2022,29,57,58,23,74,64,31,320,250,370,"PP17SP15",95874,5,313.333333333333,56.3333333333333,57.5,"Southern"
"246",3166,3166,3166,"EW","PP17Sr16",2017,"Salix richardsonii","Kluane","2022-08-16",8,17,2022,44,46,47,29,43,37,42,150,130,100,"PP17SR16",95128,5,126.666666666667,40.6666666666667,46.5,"Southern"
"247",3170,3170,3170,"EW","PP17Sr19",2017,"Salix richardsonii","Kluane","2022-08-16",8,17,2022,37,36,33,28,34,38,50,80,70,170,"PP17SR19",43956,5,106.666666666667,40.6666666666667,34.5,"Southern"
"248",3169,3169,3169,"EW","PP17Sr20",2017,"Salix richardsonii","Kluane","2022-08-16",8,17,2022,39,51,69,23,40,42,38,95,80,200,"PP17SR20",137241,5,125,40,60,"Southern"
