"","PhenocamID","Year","plant_first_vis","Snow_melt","All_snow_free","Snow_return_EoS","Half_snow_cover_EoS","Full_snow_cover_EoS","First_leaf_bud_burst","Half_leaves_green","All_leaves_green","First_leaf_yellow","Half_leaves_yellow","All_leaves_yellow","Species","Salix_bud_burst","Salix_first_yellow","Salix_last_yellow","Snow_melt_DOY","All_snow_free_DOY","Snow_return_EoS_DOY","First_leaf_bud_burst_DOY","Half_leaves_green_DOY","All_leaves_green_DOY","First_leaf_yellow_DOY","Half_leaves_yellow_DOY","All_leaves_yellow_DOY","Salix_first_bud_burst_DOY","Salix_first_yellow_DOY","Half_snow_cover_EoS_DOY","Full_snow_cover_EoS_DOY","Salix_last_yellow_DOY","growing_season","population","...1","...2","Plot","Viewshed","NOTES","First_greening","Greening_notes","Salixbud_burst_DOY","First_greening_DOY","ShrubID_Standard","Plants_first_visible_through_snow","Last_leaves_yellow","Plants_first_visible_through_snow_DOY","Last_leaves_yellow_DOY"
"143","CG6-2021",2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Salix richardsonii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,"H18SR10",NA,NA,NA,NA
"144","KLUANECAM3",2021,NA,2021-04-23,2021-04-26,2021-09-27,NA,2021-10-12,2021-05-22,NA,NA,2021-08-05,NA,NA,"Salix richardsonii",NA,NA,NA,113,116,270,142,NA,NA,217,NA,NA,NA,NA,NA,285,NA,75,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,"KLSRC13",NA,2021-09-08,NA,251
"145","KLUANECAM3",2021,NA,2021-04-24,2021-04-27,2021-09-27,NA,2021-10-12,2021-05-20,NA,NA,2021-08-07,NA,NA,"Salix richardsonii",NA,NA,NA,114,117,270,140,NA,NA,219,NA,NA,NA,NA,NA,285,NA,79,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,"KLSRE15",NA,2021-09-10,NA,253
"146","KLUANECAM3",2021,NA,2021-04-25,2021-04-28,2021-09-27,NA,2021-10-12,2021-05-21,NA,NA,2021-08-06,NA,NA,"Salix richardsonii",NA,NA,NA,115,118,270,141,NA,NA,218,NA,NA,NA,NA,NA,285,NA,77,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,"KLSRE14",NA,2021-08-31,NA,243
"147","KLUANECAM3",2021,NA,2021-04-26,2021-04-29,2021-09-27,NA,2021-10-12,2021-05-20,NA,NA,2021-08-08,NA,NA,"Salix richardsonii",NA,NA,NA,116,119,270,140,NA,NA,220,NA,NA,NA,NA,NA,285,NA,80,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,"KLSRE13",NA,2021-09-05,NA,248
"148","KLUANECAM3",2021,NA,2021-04-27,2021-04-30,2021-09-27,NA,2021-10-12,2021-05-22,NA,NA,2021-08-07,NA,NA,"Salix richardsonii",NA,NA,NA,117,120,270,142,NA,NA,219,NA,NA,NA,NA,NA,285,NA,77,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,"KLSRC10",NA,2021-09-07,NA,250
"149","KLUANECAM3",2021,NA,2021-04-28,2021-05-01,2021-09-27,NA,2021-10-12,2021-05-19,NA,NA,2021-08-12,NA,NA,"Salix pulchra",NA,NA,NA,118,121,270,139,NA,NA,224,NA,NA,NA,NA,NA,285,NA,85,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15SP27",NA,2021-07-21,NA,202
"150","KLUANECAM3",2021,NA,2021-04-29,2021-05-02,2021-09-27,NA,2021-10-12,2021-05-15,NA,NA,2021-07-29,NA,NA,"Salix pulchra",NA,NA,NA,119,122,270,135,NA,NA,210,NA,NA,NA,NA,NA,285,NA,75,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PC16CESP7",NA,2021-08-31,NA,243
"151","KLUANECAM3",2021,NA,2021-04-30,2021-05-03,2021-09-27,NA,2021-10-12,2021-05-19,NA,NA,2021-06-23,NA,NA,"Salix pulchra",NA,NA,NA,120,123,270,139,NA,NA,174,NA,NA,NA,NA,NA,285,NA,35,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,"H17SP10",NA,2021-07-21,NA,202
"152","KLUANECAM3",2021,NA,2021-05-01,2021-05-04,2021-09-27,NA,2021-10-12,NA,NA,NA,2021-08-04,NA,NA,"Salix pulchra",NA,NA,NA,121,124,270,NA,NA,NA,216,NA,NA,NA,NA,NA,285,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,"HERSP29",NA,2021-08-06,NA,218
"153","KLUANECAM3",2021,NA,2021-05-02,2021-05-05,2021-09-27,NA,2021-10-12,2021-05-20,NA,NA,NA,NA,NA,"Salix pulchra",NA,NA,NA,122,125,270,140,NA,NA,NA,NA,NA,NA,NA,NA,285,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP17SP9",NA,NA,NA,NA
"154","KLUANECAM3",2021,NA,2021-05-03,2021-05-06,2021-09-27,NA,2021-10-12,2021-05-23,NA,NA,2021-07-16,NA,NA,"Salix pulchra",NA,NA,NA,123,126,270,143,NA,NA,197,NA,NA,NA,NA,NA,285,NA,54,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SP33",NA,2021-08-16,NA,228
"155","KLUANECAM3",2021,NA,2021-05-04,2021-05-07,2021-09-27,NA,2021-10-12,2021-05-19,NA,NA,2021-07-08,NA,NA,"Salix pulchra",NA,NA,NA,124,127,270,139,NA,NA,189,NA,NA,NA,NA,NA,285,NA,50,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15SP29",NA,2021-07-16,NA,197
"156","KLUANECAM3",2022,NA,2022-04-19,2022-04-20,NA,NA,NA,NA,NA,NA,2022-08-17,NA,NA,"Salix richardsonii",NA,NA,NA,109,110,NA,NA,NA,NA,229,NA,NA,NA,NA,NA,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,"KLSRC13",2022-04-10,NA,100,NA
"157","KLUANECAM3",2022,NA,2022-04-19,2022-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Salix richardsonii",NA,NA,NA,109,110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,"KLSRE15",2022-04-10,NA,100,NA
"158","KLUANECAM3",2022,NA,2022-04-19,2022-04-20,NA,NA,NA,NA,NA,NA,2022-08-15,NA,NA,"Salix richardsonii",NA,NA,NA,109,110,NA,NA,NA,NA,227,NA,NA,NA,NA,NA,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,"KLSRE14",2022-04-10,NA,100,NA
"159","KLUANECAM3",2022,NA,2022-04-19,2022-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Salix richardsonii",NA,NA,NA,109,110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,"KLSRE13",2022-04-10,NA,100,NA
"160","KLUANECAM3",2022,NA,2022-04-19,2022-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Salix richardsonii",NA,NA,NA,109,110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,"KLSRC10",2022-04-10,NA,100,NA
"161","KLUANECAM3",2022,NA,2022-04-19,2022-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Salix pulchra",NA,NA,NA,109,110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15SP27",2022-04-10,NA,100,NA
"162","KLUANECAM3",2022,NA,2022-04-19,2022-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Salix pulchra",NA,NA,NA,109,110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PC16CESP7",2022-04-10,NA,100,NA
"163","KLUANECAM3",2022,NA,2022-04-19,2022-04-20,NA,NA,NA,NA,NA,NA,2022-07-15,NA,NA,"Salix pulchra",NA,NA,NA,109,110,NA,NA,NA,NA,196,NA,NA,NA,NA,NA,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,"H17SP10",2022-04-10,2022-08-03,100,215
"164","KLUANECAM3",2022,NA,2022-04-19,2022-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Salix pulchra",NA,NA,NA,109,110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,"HERSP29",2022-04-10,NA,100,NA
"165","KLUANECAM3",2022,NA,2022-04-19,2022-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Salix pulchra",NA,NA,NA,109,110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP17SP9",2022-04-10,NA,100,NA
"166","KLUANECAM3",2022,NA,2022-04-19,2022-04-20,NA,NA,NA,NA,NA,NA,2022-08-16,NA,NA,"Salix pulchra",NA,NA,NA,109,110,NA,NA,NA,NA,228,NA,NA,NA,NA,NA,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SP33",2022-04-10,NA,100,NA
"167","KLUANECAM3",2022,NA,2022-04-19,2022-04-20,NA,NA,NA,NA,NA,NA,2022-07-17,NA,NA,"Salix pulchra",NA,NA,NA,109,110,NA,NA,NA,NA,198,NA,NA,NA,NA,NA,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15SP29",2022-04-10,2022-07-26,100,207
"168","KLUANECAM4",2021,NA,NA,NA,2021-09-27,NA,2021-10-12,NA,NA,NA,2021-08-08,NA,NA,"Salix richardsonii",NA,NA,NA,NA,NA,270,NA,NA,NA,220,NA,NA,NA,NA,NA,285,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,"KPSR5",NA,2021-09-07,NA,250
"169","KLUANECAM4",2021,NA,NA,NA,2021-09-27,NA,2021-10-12,NA,NA,NA,2021-08-10,NA,NA,"Salix pulchra",NA,NA,NA,NA,NA,270,NA,NA,NA,222,NA,NA,NA,NA,NA,285,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,"KLSPE6",NA,2021-09-09,NA,252
"170","KLUANECAM4",2021,NA,NA,NA,2021-09-27,NA,2021-10-12,NA,NA,NA,2021-08-15,NA,NA,"Salix richardsonii",NA,NA,NA,NA,NA,270,NA,NA,NA,227,NA,NA,NA,NA,NA,285,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,"KLSRE4",NA,2021-09-14,NA,257
"171","KLUANECAM4",2021,NA,NA,NA,2021-09-27,NA,2021-10-12,NA,NA,NA,2021-08-06,NA,NA,"Salix richardsonii",NA,NA,NA,NA,NA,270,NA,NA,NA,218,NA,NA,NA,NA,NA,285,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,"HESR2",NA,2021-09-14,NA,257
"172","KLUANECAM4",2021,NA,NA,NA,2021-09-27,NA,2021-10-12,NA,NA,NA,2021-08-07,NA,NA,"Salix richardsonii",NA,NA,NA,NA,NA,270,NA,NA,NA,219,NA,NA,NA,NA,NA,285,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP17SR2",NA,2021-08-25,NA,237
"173","KLUANECAM4",2021,NA,NA,NA,2021-09-27,NA,2021-10-12,NA,NA,NA,2021-08-10,NA,NA,"Salix richardsonii",NA,NA,NA,NA,NA,270,NA,NA,NA,222,NA,NA,NA,NA,NA,285,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP17SR2",NA,2021-08-31,NA,243
"174","KLUANECAM4",2022,NA,2022-04-23,2022-04-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Salix richardsonii",NA,NA,NA,113,114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,"KPSR5",NA,NA,NA,NA
"175","KLUANECAM4",2022,NA,2022-04-23,2022-04-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Salix pulchra",NA,NA,NA,113,114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,"KLSPE6",2022-03-23,NA,82,NA
"176","KLUANECAM4",2022,NA,2022-04-23,2022-04-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Salix richardsonii",NA,NA,NA,113,114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,"KLSRE4",2022-03-23,NA,82,NA
"177","KLUANECAM4",2022,NA,2022-04-23,2022-04-24,NA,NA,NA,NA,NA,NA,2022-08-06,NA,NA,"Salix richardsonii",NA,NA,NA,113,114,NA,NA,NA,NA,218,NA,NA,NA,NA,NA,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,"HESR2",2022-03-23,NA,82,NA
"178","KLUANECAM4",2022,NA,2022-04-23,2022-04-24,NA,NA,NA,NA,NA,NA,2022-08-08,NA,NA,"Salix richardsonii",NA,NA,NA,113,114,NA,NA,NA,NA,220,NA,NA,NA,NA,NA,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP17SR2",2022-03-23,NA,82,NA
"179","KLUANECAM4",2022,NA,2022-04-23,2022-04-24,NA,NA,NA,NA,NA,NA,2022-08-04,NA,NA,"Salix richardsonii",NA,NA,NA,113,114,NA,NA,NA,NA,216,NA,NA,NA,NA,NA,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP17SR2",2022-03-23,NA,82,NA
